Course title,Skills,Organization,Ratings,Review count,Workload,Workload_Hour,Difficulty_level,Language,Course_link,Payment_Model,Course_Type
Implementando modelo Computer Vision en Amazon Sagemaker,"Cloud Computing, Machine Learning",Coursera,,0,1 hora de trabajo,1.0,Beginner,es,https://www.coursera.org/learn/vision-computacional-sagemaker,Free Audit / Pay for Cert,Individual Course
De-identifying DICOM Data with the Healthcare API,"Cloud Computing, Support And Operations",Google Cloud,,0,1 Hour,1.0,Intermediate,en,https://www.coursera.org/learn/googlecloud-de-identifying-dicom-data-with-the-healthcare-api-nzy1i,Free Audit / Pay for Cert,Individual Course
Getting Started with Vector Search and Embeddings,"Cloud Computing, Data Management",Google Cloud,,0,90 minutes,1.5,Intermediate,en,https://www.coursera.org/learn/googlecloud-getting-started-with-vector-search-and-embeddings-p0kmr,Free Audit / Pay for Cert,Individual Course
Alternative Investments As We Age: Building Wealth,"Finance, Business Strategy",University of Illinois Urbana-Champaign,,3,"4 weeks of study, 2.5 hours/week  ",10.0,Beginner,en,https://www.coursera.org/learn/alternative-investments-as-we-age-building-wealth,Free Audit / Pay for Cert,Individual Course
Generative AI in Support and Maintenance Training ,"Mobile And Web Development, Software Development",Simplilearn,,1,,,Beginner,en,https://www.coursera.org/learn/generative-ai-in-support-and-maintenance-training,Free Audit / Pay for Cert,Individual Course
Manipulating Data with SQL,"Data Management, Data Analysis",Coursera,4.6,34,50 minutes,0.8333333333333334,Intermediate,en,https://www.coursera.org/learn/manipulating-data-with-sql,Free Audit / Pay for Cert,Individual Course
GenAI for Customer Analytics and Insights with JUNE,"Data Analysis, Leadership And Management",Coursera,,2,2 Hour,2.0,Intermediate,en,https://www.coursera.org/learn/genai-customer-analytics-and-insights-with-june,Free Audit / Pay for Cert,Individual Course
O sucesso por meio das avaliações: análise e medição de marketing,"Marketing, Entrepreneurship",Google,,2276,,,Beginner,pt-BR,https://www.coursera.org/learn/o-sucesso-por-meio-das-avaliacoes-analise-e-medicao-de-marketing,Free Audit / Pay for Cert,Individual Course
Gemini in Google Drive - Português Brasileiro ,"Software Development, Cloud Computing",Google Cloud,,0,,,Beginner,pt-BR,https://www.coursera.org/learn/gemini-in-google-drive-ptbr,Free Audit / Pay for Cert,Individual Course
Product Management with AI,"Leadership And Management, Support And Operations",AI CERTs,,0,,,Intermediate,en,https://www.coursera.org/learn/product-management-with-ai,Free Audit / Pay for Cert,Individual Course
Analyze and Visualize Business Data with Power BI,Data Analysis,EDUCBA,,0,,,Beginner,en,https://www.coursera.org/learn/analyze-and-visualize-business-data-with-power-bi,Free Audit / Pay for Cert,Individual Course
Apply Artificial Intelligence Using Python for Beginners,Machine Learning,EDUCBA,,1,,,Beginner,en,https://www.coursera.org/learn/apply-artificial-intelligence-using-python-for-beginners,Free Audit / Pay for Cert,Individual Course
Microsoft Project for the Web - A Beginner's Guide,"Networking, Data Analysis",Packt,,0,,,Beginner,en,https://www.coursera.org/learn/packt-microsoft-project-for-the-web-a-beginners-guide-a1m8f,Free Audit / Pay for Cert,Individual Course
TypeScript Control Structures,"Software Development, Mobile And Web Development",Coursera,4.6,3,2 hours,2.0,Intermediate,en,https://www.coursera.org/learn/typescript-control-structures,Free Audit / Pay for Cert,Individual Course
Clinical Trials Management and Advanced Operations,"Public Health, Research",Johns Hopkins University,4.7,100,"4 weeks, 1-2 hours per week",6.0,Beginner,en,https://www.coursera.org/learn/clinical-trials-management-and-advanced-operations,Free Audit / Pay for Cert,Individual Course
Strategic People Management and Organizational Leadership,"Leadership And Management, Support And Operations",Packt,,1,,,Intermediate,en,https://www.coursera.org/learn/packt-strategic-people-management-and-organizational-leadership-vcpuc,Free Audit / Pay for Cert,Individual Course
Get Started with Word Processing Applications: Word,"Business Essentials, Personal Development",SkillUp,4.7,123,,,Beginner,en,https://www.coursera.org/learn/get-started-with-word-processing-applications-word,Free Audit / Pay for Cert,Individual Course
Affinity Photo: Beyond the Basics – Masking & Color,"Music And Art, Design And Product",Skillshare,,0,,,Intermediate,en,https://www.coursera.org/learn/affinity-photo-beyond-the-basics--masking--color,Free Audit / Pay for Cert,Individual Course
Introduction to Python Functions,"Data Analysis, Software Development",University of Colorado Boulder,4.8,58,"4 weeks of study, 4 hours / week",16.0,Beginner,en,https://www.coursera.org/learn/introduction-python-functions,Free Audit / Pay for Cert,Individual Course
AI Concepts and Strategy,"Business Strategy, Machine Learning",Rutgers the State University of New Jersey,4.6,19,,,Beginner,en,https://www.coursera.org/learn/ai-strategy,Free Audit / Pay for Cert,Individual Course
Analyzing Market Attractiveness Using Creately,"Business Strategy, Entrepreneurship",Coursera,4.6,21,90 Minutes,1.5,Beginner,en,https://www.coursera.org/learn/analyzing-market-attractiveness-creately,Free Audit / Pay for Cert,Individual Course
Microsoft SQL Server Development for Everyone,"Software Development, Data Management",Packt,,7,,,Beginner,en,https://www.coursera.org/learn/packt-microsoft-sql-server-development-for-everyone-3pojn,Free Audit / Pay for Cert,Individual Course
Analytic Combinatorics,Math And Logic,Princeton University,4.6,72,,,Intermediate,en,https://www.coursera.org/learn/analytic-combinatorics,Free Audit / Pay for Cert,Individual Course
The Economics of Agro-Food Value Chains,"Economics, Governance And Society",Technical University of Munich (TUM),4.5,450,2-3 hours per week for 6 weeks.,15.0,Intermediate,en,https://www.coursera.org/learn/valuechains,Free Audit / Pay for Cert,Individual Course
The hidden value – Lean in manufacturing and services,"Business Essentials, Leadership And Management",École Nationale des Ponts et Chaussées,4.7,828,"4 weeks of study, 3 hours/week",12.0,Beginner,en,https://www.coursera.org/learn/lean-manufacturing-services,Free Audit / Pay for Cert,Individual Course
App Dev: Setting up a Development Environment - Python,"Software Development, Mobile And Web Development",Google Cloud,,0,50 minutes,0.8333333333333334,Beginner,en,https://www.coursera.org/learn/googlecloud-app-dev-setting-up-a-development-environment-python-g0xjk,Free Audit / Pay for Cert,Individual Course
Medical Billing: Code and Claim Cleanly,"Health Informatics, Healthcare Management",Coursera,,0,94 minutes ,1.5666666666666667,Beginner,en,https://www.coursera.org/learn/medical-billing-code-and-claim-cleanly,Free Audit / Pay for Cert,Individual Course
Introduction to Microprocessors,"Design And Product, Electrical Engineering",Arm,4.7,71,"4 weeks of study, 1-2 hours per week",6.0,Beginner,en,https://www.coursera.org/learn/arm-education-introduction-to-microprocessors,Free Audit / Pay for Cert,Individual Course
Marketing Management Essentials: Market Analysis,Marketing,IE Business School,,8,2 hours,2.0,Beginner,en,https://www.coursera.org/learn/marketing-management-essentials-market-analysis,Free Audit / Pay for Cert,Individual Course
"Front-End Web Developer Bootcamp - HTML, CSS, JS, & React","Mobile And Web Development, Support And Operations",Packt,,0,,,Beginner,en,https://www.coursera.org/learn/packt-the-front-end-web-developer-bootcamp-html-css-js-and-react-iano0,Free Audit / Pay for Cert,Individual Course
Data calculations in Microsoft Excel,"Business Essentials, Data Analysis",Coursera,4.7,5,1.5 hours,1.5,Beginner,en,https://www.coursera.org/learn/data-calculations-microsoft-excel,Free Audit / Pay for Cert,Individual Course
PMP Certification: Unit 5,Leadership And Management,Pearson,,7,3 hours 30 minutes,3.0,Beginner,en,https://www.coursera.org/learn/pearson-pmp-certification-complete-video-course-v,Free Audit / Pay for Cert,Individual Course
﻿Building RESTful APIs Using Node.js and Express,Software Development,NIIT,4.0,23,,,,en,https://www.coursera.org/learn/building-restful-apis-using-nodejs-and-express,Free Audit / Pay for Cert,Individual Course
Mandarin Chinese 2: Chinese for Beginners,Other Languages,Shanghai Jiao Tong University,4.8,431,"5 weeks, about 3 hours per week.",15.0,Beginner,en,https://www.coursera.org/learn/mandarin-chinese-2,Free Audit / Pay for Cert,Individual Course
Global Public Procurement,"Business Strategy, Marketing",Korea Advanced Institute of Science and Technology(KAIST),4.6,90,3-4 hours/week,3.5,Intermediate,en,https://www.coursera.org/learn/global-public-procurement,Free Audit / Pay for Cert,Individual Course
"YAML Fundamentals for DevOps, Cloud and IaC Engineers","Software Development, Data Management",Packt,,3,,,Advanced,en,https://www.coursera.org/learn/packt-yaml-fundamentals-for-devops-cloud-and-iac-engineers-flrq3,Free Audit / Pay for Cert,Individual Course
Data Visualization Capstone,Data Analysis,Johns Hopkins University,5.0,36,,,,en,https://www.coursera.org/learn/data-visualization-capstone,Free Audit / Pay for Cert,Individual Course
Financial Management for Product Leaders,"Finance, Business Essentials","University of Maryland, College Park",4.5,76,"3 weeks of study, 3 hours/week",9.0,Beginner,en,https://www.coursera.org/learn/financial-management-for-product-leaders,Free Audit / Pay for Cert,Individual Course
Radio para internet con Podcast: conceptos básicos,Electrical Engineering,Universitat Politècnica de València,,0,"6 semanas, 3-4 horas/semana",60.0,Beginner,es,https://www.coursera.org/learn/radio-para-internet-con-podcast-conceptos-bsicos,Free Audit / Pay for Cert,Individual Course
Accelerate Migration from Control-M to Apache Airflow with DAGify,Data Analysis,Google Cloud,,0,1 hour,1.0,Intermediate,en,https://www.coursera.org/learn/googlecloud-accelerate-migration-from-control-m-to-apache-airflow-with-dag-jgkho,Free Audit / Pay for Cert,Individual Course
Predictive Analytics,"Data Analysis, Software Development",Dartmouth College,,3,"10 weeks, 5 hours/week",50.0,Intermediate,en,https://www.coursera.org/learn/dartmouth-predictive-analytics,Free Audit / Pay for Cert,Individual Course
Stakeholder Management  ,"Leadership And Management, Personal Development",Starweaver,4.6,113,129 minutes,2.15,Beginner,en,https://www.coursera.org/learn/stakeholder-management,Free Audit / Pay for Cert,Individual Course
Basics of Electrical Protection System,Electrical Engineering,L&T EduTech,4.5,73,,,Beginner,en,https://www.coursera.org/learn/basics-of-electrical-protection-system,Free Audit / Pay for Cert,Individual Course
Build Better Products With User-Centered Design,"Business Strategy, Design And Product",Packt,,0,,,Intermediate,en,https://www.coursera.org/learn/packt-build-better-products-with-user-centered-design,Free Audit / Pay for Cert,Individual Course
C Programming: Getting Started - 1,"Software Development, Algorithms",Dartmouth College,4.6,264,"4 weeks, 3-5 hours a week",16.0,Beginner,en,https://www.coursera.org/learn/c-programming-getting-started,Free Audit / Pay for Cert,Individual Course
Introduction to Program Management,"Leadership And Management, Business Essentials",IBM,4.7,117,"2 weeks of study, 3-4 hours/week",7.0,Beginner,en,https://www.coursera.org/learn/introduction-to-program-management,Free Audit / Pay for Cert,Individual Course
IT Fundamentals for Business Profiles: Software development,"Software Development, Leadership And Management",Universitat Politècnica de València,,0,"3 weeks, 3-6 hours per week",13.5,Beginner,en,https://www.coursera.org/learn/it-fundamentals-for-business-profiles-software-development,Free Audit / Pay for Cert,Individual Course
Real-Time Embedded Systems Concepts and Practices,"Electrical Engineering, Software Development",University of Colorado Boulder,3.9,98,You should expect to spend at least 10 hours for each module and no more than 15 hours a week.,10.0,Intermediate,en,https://www.coursera.org/learn/real-time-embedded-systems-concepts-practices,Free Audit / Pay for Cert,Individual Course
Anticoncepción hormonal al alcance de todos,Patient Care,Universitat Autònoma de Barcelona,4.7,223,5 horas/semana,5.0,Beginner,es,https://www.coursera.org/learn/anticonconcepcion-hormonal,Free Audit / Pay for Cert,Individual Course
Customer Support digital transformation with HubSpot,"Leadership And Management, Data Management",Coursera,4.9,2,2 hours,2.0,Beginner,en,https://www.coursera.org/learn/customer-support-digital-transformation-for-smbs-with-hubspot-crm,Free Audit / Pay for Cert,Individual Course
Operations Research (2): Optimization Algorithms,"Algorithms, Math And Logic",National Taiwan University,4.9,158,,,Intermediate,en,https://www.coursera.org/learn/operations-research-algorithms,Free Audit / Pay for Cert,Individual Course
Machine Learning with PySpark: Customer Churn Analysis,"Machine Learning, Software Development",Coursera,4.7,9,2 hours,2.0,Intermediate,en,https://www.coursera.org/learn/machine-learning-with-pyspark-customer-churn-analysis,Free Audit / Pay for Cert,Individual Course
Programming in Python,"Data Management, Cloud Computing",Meta,4.6,1814,"5 weeks of study, 6-9 hours/week.",37.5,Beginner,en,https://www.coursera.org/learn/programming-in-python,Free Audit / Pay for Cert,Individual Course
Natural Language Processing with Attention Models,"Machine Learning, Algorithms",DeepLearning.AI,4.4,1089,"At the rate of 5 hours a week, it typically takes 4 weeks to complete one Course. ",20.0,Intermediate,en,https://www.coursera.org/learn/attention-models-in-nlp,Free Audit / Pay for Cert,Individual Course
The Holocaust: The Destruction of European Jewry,History,"University of California, Santa Cruz",4.6,192,,,Beginner,en,https://www.coursera.org/learn/the-holocaust,Free Audit / Pay for Cert,Individual Course
Generative AI: Unleash Your Project Management Potential,"Design And Product, Leadership And Management",SkillUp,4.5,151,"3 weeks of study, 2 hours/week",6.0,Intermediate,en,https://www.coursera.org/learn/generative-ai-unleash-your-project-management-potential,Free Audit / Pay for Cert,Individual Course
Capstone Project Using Node.js,Software Development,NIIT,,4,,,,en,https://www.coursera.org/learn/capstone-project-using-nodejs,Free Audit / Pay for Cert,Individual Course
